189.19251;-187.80413;61.06300;-58.57357;91.07218;-15.09586;36.79650;-45.30433
33.91982;-46.46844;56.91250;-61.63768;91.50139;-21.35977;192.91335;-188.02928
56.13164;-65.89007;37.30100;-45.63519;189.63925;-184.52974;91.12228;-26.00795
61.62316;-67.89637;193.49187;-184.18939;40.93868;-45.79535;90.41717;-33.14783
61.58658;-73.15788;89.24162;-38.76167;187.73367;-184.92565;43.84996;-44.46879
187.73067;-187.19482;45.62550;-43.90746;88.37302;-46.26037;67.43929;-76.54582
67.67564;-81.34465;186.39329;-188.41007;89.33855;-51.14073;50.64478;-45.35452
55.10426;-43.72618;67.52480;-83.15451;87.91937;-58.20863;185.55537;-186.43958
87.16195;-63.14563;61.86005;-43.12095;63.75133;-91.52028;188.30133;-188.20453
61.97650;-44.15984;87.11643;-67.31329;182.34406;-186.69403;67.09133;-93.24149
83.93264;-73.48083;65.20967;-94.16036;177.98627;-184.75489;64.56299;-45.15535
179.83513;-185.66658;63.67609;-99.18853;71.91512;-44.09824;82.45552;-77.42220
178.38025;-184.68144;77.25774;-42.01736;82.02735;-83.79397;62.60504;-103.29103
80.09625;-86.24902;177.96185;-183.25679;62.05032;-108.52489;78.63082;-43.38839
76.70272;-92.61266;175.01106;-183.09284;82.37843;-42.45162;60.04237;-113.01661
175.80644;-184.50571;77.37819;-97.43982;59.74415;-118.58821;88.32966;-40.72289
90.91790;-40.90907;75.44989;-105.10040;173.67049;-181.81030;56.46709;-116.84573
96.71811;-41.08269;174.01229;-181.31725;55.20102;-123.04310;74.48237;-108.04001
170.50729;-179.69864;72.50533;-113.61915;55.27931;-125.73582;99.74192;-42.56424
71.22890;-115.64351;103.43717;-42.32079;169.23621;-180.71073;53.84124;-129.51893
52.47898;-127.87900;70.94924;-122.00925;167.68984;-179.33373;109.41942;-39.65918
66.30483;-123.85653;166.77338;-179.35130;112.78764;-41.96969;48.33336;-130.96349
49.42631;-132.20008;65.04687;-130.47149;167.70611;-172.28353;117.86365;-39.34217
121.24105;-41.58225;48.23685;-138.64076;164.45294;-173.50580;64.98843;-132.55885
62.93865;-137.00299;167.43438;-173.05389;45.24352;-143.53152;128.39793;-41.94010
131.49287;-43.87943;164.69964;-170.90997;61.10759;-141.83903;43.92991;-143.58260
136.00238;-42.28115;165.20525;-173.35798;58.32976;-143.54202;46.86080;-145.64574
58.39217;-148.63584;44.49301;-148.26750;165.67512;-167.21494;134.77346;-42.70796
142.67258;-45.34883;166.02587;-165.26995;45.34100;-152.28107;57.03338;-152.18120
163.91169;-166.70342;45.86264;-154.35861;147.27540;-44.36361;56.35250;-158.92666
45.57278;-156.89496;161.04316;-160.37106;150.55518;-49.82259;52.76558;-163.53018
162.39980;-159.86657;54.07235;-163.17972;153.10690;-52.62687;47.44574;-159.53574
44.11984;-162.58433;156.51879;-57.35648;53.78368;-170.19233;157.89111;-157.86956
51.18697;-170.99181;156.86489;-56.78848;160.92691;-158.87501;47.98011;-167.21454
50.67955;-177.86405;43.20491;-168.00042;155.77353;-156.11548;158.38400;-63.03711
43.59943;-169.64728;46.92695;-179.99080;155.85983;-151.57155;159.50731;-66.63257
45.29218;-181.69583;155.45711;-73.12187;151.03098;-150.20033;40.97329;-175.00738
44.68700;-187.78724;39.83863;-177.38731;158.26686;-76.25068;155.80220;-148.14562
40.41490;-180.92529;43.11461;-189.20544;152.52473;-79.94040;151.05249;-149.22954
151.81602;-83.84986;41.75106;-192.99254;41.49750;-181.43054;145.80878;-145.45308
41.02848;-194.03733;147.92950;-85.94623;39.82227;-185.33169;142.85705;-148.43867
39.76077;-188.21154;144.23771;-141.65488;37.10897;-197.97920;144.56763;-90.32522
143.07280;-92.10848;41.79158;-193.31345;141.90924;-143.38702;35.56230;-199.72138
139.45597;-141.79997;41.36454;-194.14582;37.90560;-202.55728;138.48678;-98.35084
33.80349;-208.38364;137.15491;-137.56481;137.09532;-98.24192;44.16814;-198.01486
136.65563;-99.01832;31.27812;-209.81139;46.42153;-199.41211;133.01724;-138.33611
133.47521;-107.19722;45.30783;-203.32417;30.22434;-212.90878;131.61694;-137.09630
130.98687;-110.06559;29.99498;-214.60940;129.09465;-136.57182;48.56524;-203.30486
29.72139;-219.32841;51.00634;-205.09733;124.91422;-113.66602;130.13602;-135.50988
122.54337;-117.42560;29.12247;-219.99233;51.02780;-206.00519;126.85188;-137.99533
31.07220;-221.31662;56.95748;-209.36203;123.39945;-132.41130;120.70714;-118.12274
115.17857;-118.85143;58.07831;-210.07452;31.56621;-226.78939;123.30419;-135.04529
112.80894;-122.68122;120.40284;-134.75844;60.70739;-209.29542;28.98991;-230.50443
111.14871;-125.78711;66.45558;-212.08560;28.30091;-232.67920;117.41790;-132.77287
29.07847;-231.95515;67.37955;-207.78311;114.38623;-135.49028;105.86541;-126.95322
102.13660;-129.67312;111.43999;-135.14955;29.57747;-237.04558;70.52182;-209.84281
107.77629;-133.70844;74.08093;-207.59631;33.71061;-238.77928;102.57928;-131.57114
74.19234;-207.84745;35.55716;-237.82358;105.67719;-134.65117;99.26558;-132.74895
78.57750;-204.52080;38.33877;-242.73398;98.15618;-134.35012;103.84652;-133.88653
93.05717;-135.96957;84.13048;-204.20696;102.21508;-135.49951;34.26870;-242.69892
39.20068;-244.56400;86.64657;-201.87836;97.41764;-134.98857;87.35287;-139.07629
84.93996;-140.89212;94.19922;-135.48957;87.52533;-201.78304;41.02111;-245.33936
84.75001;-137.86598;93.83690;-135.29509;90.00622;-199.01497;42.01787;-243.54244
91.70229;-195.73525;77.46526;-145.73605;92.44151;-139.08692;42.78128;-246.84170
85.52325;-139.54111;76.29850;-146.30742;44.47190;-247.66439;95.90098;-190.87805
86.32102;-140.07345;100.98595;-191.99409;72.57954;-148.87834;47.37883;-249.78987
46.27859;-247.32330;100.87096;-187.60183;71.84597;-150.79298;82.91086;-145.33953
104.91866;-187.29958;82.17394;-144.40282;50.32863;-249.16953;67.35600;-154.35725
105.60307;-183.31656;81.20429;-148.76228;69.23546;-152.30075;51.82258;-251.34419
109.50539;-182.98458;78.50638;-149.51606;54.33155;-250.27213;66.60374;-157.86056
79.90405;-154.14642;112.63639;-179.70716;54.30218;-249.91203;62.95989;-160.91549
63.36276;-162.13966;77.53989;-155.45882;115.98811;-177.10337;58.68546;-248.92646
60.83569;-166.53774;75.98018;-158.19136;58.02802;-247.94868;116.26377;-179.04352
120.35880;-171.30631;62.67829;-168.51228;58.00149;-248.39076;75.98875;-156.09586
57.74337;-172.24511;62.07184;-246.26967;122.05202;-169.05176;71.70051;-161.29658
126.23391;-166.47856;64.17521;-248.19361;60.57540;-175.20384;74.41384;-164.26365
130.07914;-164.87191;73.48130;-167.47782;54.58577;-173.84004;64.20474;-244.13605
129.10462;-161.44305;66.66126;-239.27945;55.91334;-181.09604;72.46887;-168.78086
131.39803;-158.53849;65.71956;-241.44837;77.15015;-171.01615;57.51888;-181.84845
59.61885;-185.65553;73.04035;-243.13466;134.65316;-152.36032;73.75484;-175.52239
70.82410;-239.78876;73.69088;-177.54473;135.78109;-151.02946;57.38179;-188.86386
74.83969;-179.83202;57.55192;-192.15106;137.81355;-144.86074;75.40375;-237.79210
136.76469;-139.60774;72.24533;-237.93626;53.79526;-192.92517;75.96135;-184.59433
74.94244;-239.19879;59.79251;-192.96980;77.01595;-184.86903;140.78654;-135.67171
77.45425;-186.90893;140.00178;-135.65809;59.28578;-196.71538;77.63283;-234.93021
139.86595;-131.82517;62.14552;-197.80122;75.01925;-190.87866;77.81203;-236.10265
80.34179;-232.96093;140.59445;-124.51730;58.99524;-201.17374;77.72469;-189.95089
60.76778;-204.76105;81.83318;-232.97129;143.41923;-121.81797;75.73499;-190.95499
62.20835;-202.42594;148.53577;-118.93851;80.63453;-227.37532;79.07338;-196.71448
84.34621;-226.54835;80.14270;-197.57549;146.67774;-113.61948;63.65003;-204.23423
80.26941;-200.06528;62.41021;-208.65794;86.64581;-227.66896;148.79387;-111.64935
84.47977;-223.32553;149.96683;-108.82995;83.76237;-202.83203;64.26197;-210.53436
86.87736;-225.17036;67.15678;-210.35298;80.67966;-205.86634;147.83417;-103.14773
84.05970;-205.97121;66.60718;-211.76611;149.29707;-100.10971;85.47551;-221.55451
85.26717;-207.28686;69.58238;-211.97920;151.87504;-98.29826;90.30513;-222.75158
152.61818;-92.15209;84.37362;-209.83040;69.82970;-213.56235;93.67414;-219.09117
70.67075;-214.06188;93.27290;-216.43948;160.37902;-91.11700;83.12964;-213.18856
156.93206;-88.17552;95.17863;-217.09483;87.56489;-211.12261;73.09769;-210.32422
162.06528;-83.11584;75.32271;-212.54901;94.26942;-213.04695;90.99459;-214.39248
91.16464;-213.86804;76.82901;-213.29706;96.78532;-209.96503;160.95513;-81.49993
163.82946;-77.26063;98.20574;-207.88640;92.54208;-216.45811;75.62581;-214.25108
168.65862;-75.70826;96.30912;-219.77408;81.04383;-218.14772;100.21143;-209.80764
97.22209;-219.38138;169.16003;-73.01398;79.23392;-215.23950;104.22425;-206.21705
80.04930;-213.79546;99.60509;-220.76547;171.19031;-71.26244;103.64173;-207.14604
98.01246;-222.54874;175.86389;-69.94159;83.44663;-211.94933;103.84319;-200.58011
83.41754;-212.69581;106.19270;-205.26240;178.71108;-63.99553;102.18932;-224.11617
83.84835;-215.69895;179.52305;-63.71981;100.58959;-225.76979;109.27631;-200.64172
185.27401;-62.92204;85.64476;-214.81489;109.21737;-197.13525;104.05210;-226.21683
102.82656;-227.38711;190.31792;-63.98301;86.43712;-216.09939;113.18201;-194.23630
189.77566;-65.04355;108.75538;-229.57981;86.95601;-215.98045;113.61066;-192.20243
111.48618;-230.73176;118.55790;-189.39277;87.66374;-214.58494;197.31519;-61.30311
113.57235;-232.33945;93.01247;-215.71547;198.48969;-62.66220;117.11766;-189.35556
115.60837;-233.40843;92.12600;-214.66305;117.92455;-186.45034;201.80746;-59.56063
120.15788;-183.36511;92.05676;-218.28371;207.92807;-60.02418;114.42418;-235.42610
96.73043;-215.00411;208.34367;-60.73140;121.32650;-182.91824;119.34537;-232.73180
95.85971;-211.08348;122.70207;-179.16268;214.36172;-62.52727;119.56153;-235.06716
126.10844;-235.41412;214.70617;-63.24716;125.03474;-174.61998;98.94346;-213.58715
97.92952;-213.26267;124.83219;-236.53164;219.07257;-62.37305;124.22187;-173.52612
96.08230;-213.19137;128.45142;-170.05697;223.25165;-62.85331;124.15136;-234.02467
100.69952;-211.52992;127.84727;-234.57420;222.50795;-64.87094;130.47149;-166.89177
129.50124;-163.51142;100.96659;-211.62792;224.46201;-66.29076;131.71019;-234.57898
227.58840;-70.04628;102.49029;-213.34232;133.81474;-159.41639;132.52167;-237.08996
231.79810;-69.42815;133.77770;-236.49646;105.90493;-211.70279;134.98016;-158.61535
137.25000;-156.55135;104.63565;-212.41154;138.75696;-234.70181;234.63853;-72.12889
237.03612;-70.68282;137.46801;-236.73082;105.51707;-212.09278;136.40273;-155.03721
139.35301;-234.81618;140.22305;-151.19789;108.87994;-210.16157;235.88821;-74.31507
111.61802;-211.17207;140.82050;-146.85128;241.83751;-79.87811;143.46764;-237.56383
141.06842;-144.39768;237.98603;-81.53147;109.04954;-207.45417;148.05252;-234.35855
242.28537;-82.86370;144.54535;-234.63903;144.39781;-141.03753;115.49290;-211.01807
147.16950;-142.03141;147.10714;-241.68152;244.06284;-82.63921;115.96602;-210.23122
150.20429;-239.68070;112.37692;-209.56461;146.56599;-135.04879;244.53449;-85.49289
245.09313;-89.02832;153.59181;-239.40083;149.22705;-133.15005;115.72026;-206.77329
155.77712;-237.81151;116.87841;-209.31572;246.52656;-91.22965;150.74320;-131.43610
